Data,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,Acc,Total,Razao,Casa
01/01/2019,10.614,11.818,11.604,11.355,10.514,10.959,10.951,10.992,11.065,11.486,11.583,122.938,266.361,216,C4
02/01/2019,11.216,10.958,11.488,11.055,11.197,11.335,10.957,11.179,11.211,12.312,11.798,124.702,273.689,219,C4
03/01/2019,11.675,12.114,11.725,12.191,11.839,11.375,11.783,11.956,11.752,11.450,12.197,130.054,285.508,219,C4
04/01/2019,11.914,12.861,12.705,11.892,11.892,11.444,11.049,11.890,12.276,11.941,11.500,131.361,289.908,220,C4
05/01/2019,12.804,11.878,11.843,12.288,12.747,12.904,10.815,9.972,11.555,12.303,12.328,131.435,286.695,218,C4
06/01/2019,11.349,11.573,11.573,11.369,11.194,11.587,10.904,11.229,11.241,11.824,11.516,125.356,271.500,216,C4
07/01/2019,11.020,11.207,11.963,12.057,11.671,11.967,12.105,12.311,13.158,13.060,13.331,133.847,304.810,227,C5
08/01/2019,12.389,13.542,13.384,13.871,11.933,11.972,11.570,11.525,11.819,11.132,11.473,134.607,284.574,211,C3
09/01/2019,12.466,11.683,11.863,11.625,12.010,11.617,11.115,11.872,12.974,13.275,12.585,133.082,300.214,225,C4
10/01/2019,13.373,12.361,13.461,13.287,12.861,12.916,12.972,13.382,13.324,13.203,12.972,144.109,317.610,220,C4
11/01/2019,14.493,13.630,13.749,13.718,13.518,13.415,13.250,13.165,13.623,13.593,13.849,150.000,327.375,218,C4
12/01/2019,13.958,13.391,12.800,9.952,12.310,12.918,13.634,13.268,13.599,13.530,13.403,142.759,308.208,215,C3
13/01/2019,12.570,12.265,11.724,11.673,11.189,11.704,11.813,11.344,10.905,11.611,11.959,128.757,295.150,229,C5
14/01/2019,13.279,12.742,12.950,12.913,12.746,12.349,12.080,12.180,12.127,13.239,12.301,138.906,292.784,210,C3
15/01/2019,8.995,11.142,12.823,12.595,14.035,13.691,13.788,14.393,14.061,13.362,13.060,141.945,311.988,219,C4
16/01/2019,13.053,13.075,13.232,12.654,12.679,12.868,11.763,11.801,12.648,13.524,13.920,141.217,315.267,223,C4
18/01/2019,13.994,13.938,13.849,12.800,14.026,13.676,14.457,14.609,13.388,12.715,13.365,150.816,337.307,223,C4
19/01/2019,14.082,14.677,13.735,14.341,14.322,14.196,13.724,13.815,13.815,12.920,12.920,152.547,329.295,215,C3
20/01/2019,13.043,13.043,13.444,13.582,13.722,13.722,13.780,13.488,12.419,13.693,13.976,147.913,327.895,221,C4
21/01/2019,13.885,13.885,13.948,13.372,13.910,14.066,14.066,14.464,13.963,12.775,12.392,150.726,308.909,204,C2
22/01/2019,10.344,10.861,12.183,12.508,11.172,11.497,11.524,11.719,13.100,12.107,11.830,128.846,279.375,216,C4
23/01/2019,11.825,11.907,11.633,11.267,10.859,11.231,11.325,11.305,11.259,12.006,11.636,126.252,279.080,221,C4
24/01/2019,11.494,11.610,11.538,11.616,11.346,11.217,12.139,12.264,11.114,11.295,11.848,127.480,282.978,221,C4
25/01/2019,12.622,12.293,12.172,12.573,12.629,12.313,12.605,12.673,12.658,12.666,12.971,138.175,303.488,219,C4
26/01/2019,12.491,11.839,12.321,12.897,12.211,12.999,12.874,12.673,12.628,12.559,12.253,137.744,298.799,216,C4
27/01/2019,11.623,12.298,12.326,11.245,11.614,11.977,11.957,11.948,11.590,12.011,11.178,129.767,283.301,218,C4
28/01/2019,11.068,11.068,11.263,11.461,11.394,9.999,10.106,9.827,10.401,10.401,10.334,117.322,246.936,210,C3
29/01/2019,9.888,8.779,9.733,9.489,8.857,9.057,9.735,9.630,10.018,10.009,11.090,106.286,247.160,232,C5
30/01/2019,12.215,12.220,11.602,11.028,11.220,11.852,11.333,11.640,12.599,12.675,12.725,131.108,292.868,223,C4
31/01/2019,11.072,12.161,12.137,11.845,12.152,11.590,11.762,10.481,11.365,11.322,12.194,128.079,285.087,222,C4
01/02/2019,12.957,12.990,12.316,12.927,12.646,12.338,12.502,12.532,12.240,13.518,12.757,139.720,300.801,215,C3
02/02/2019,12.396,12.493,11.099,11.309,11.737,11.826,11.714,12.810,12.286,12.265,11.950,131.883,284.879,216,C3
03/02/2019,11.967,11.261,10.438,11.032,11.126,11.035,11.133,11.019,10.683,11.472,10.905,122.068,265.538,217,C4
06/02/2019,11.794,12.685,11.534,11.893,11.986,12.654,12.282,11.795,12.247,12.902,12.604,134.373,296.621,220,C4
07/02/2019,12.185,13.550,13.579,13.349,12.660,12.970,13.060,7.002,16.191,13.123,12.546,140.213,306.295,218,C4
08/02/2019,12.068,11.972,12.151,12.063,11.901,12.020,12.448,12.679,12.532,12.246,12.614,134.692,293.642,218,C4
09/02/2019,12.665,11.914,12.029,11.681,11.444,11.780,11.704,11.658,12.200,12.323,11.684,131.079,278.292,212,C3
10/02/2019,10.895,10.591,11.060,10.345,9.859,10.368,10.541,10.547,10.985,11.479,11.674,118.342,225.035,190,C1
14/02/2019,11.260,11.253,11.230,12.113,10.026,10.116,10.240,10.071,10.481,10.089,9.663,116.541,269.256,231,C5
15/02/2019,12.870,13.426,12.291,12.858,11.826,11.253,11.989,11.989,12.037,12.745,12.445,135.726,301.419,222,C4
16/02/2019,14.016,14.897,13.967,13.469,13.911,13.976,13.536,13.760,12.767,12.680,12.010,148.987,306.187,205,C2
17/02/2019,11.236,11.623,11.624,11.219,11.981,11.110,10.955,11.212,11.198,11.179,11.702,125.036,275.359,220,C4
18/02/2019,11.618,10.832,11.199,11.568,11.973,11.980,11.219,11.962,11.586,12.512,12.512,128.957,283.918,220,C4
19/02/2019,11.210,11.437,11.437,11.210,11.199,11.520,10.882,9.675,10.759,11.089,10.707,121.125,267.239,220,C4
20/02/2019,11.113,11.514,12.061,11.936,11.882,11.019,11.441,12.705,12.950,12.546,12.388,131.555,289.999,220,C4
21/02/2019,12.664,12.146,12.003,12.273,12.068,11.361,10.435,10.781,11.117,11.102,10.707,126.657,269.699,212,C3
22/02/2019,11.188,10.033,11.289,11.443,10.904,10.803,11.079,11.146,10.607,10.469,11.006,119.967,263.196,219,C4
23/02/2019,11.323,12.780,12.102,12.102,10.552,11.274,11.788,12.038,11.636,11.736,10.705,128.035,269.890,210,C3
25/02/2019,10.489,10.664,10.866,10.959,10.793,10.727,10.635,10.550,11.786,11.532,11.495,120.496,267.842,222,C4
26/02/2019,11.205,11.092,11.647,11.261,10.928,10.928,11.191,10.864,11.614,11.261,9.049,121.039,268.622,221,C4
27/02/2019,10.210,11.632,12.035,11.661,12.144,10.719,11.505,10.908,11.626,9.197,11.226,122.863,277.656,225,C4
28/02/2019,11.168,11.054,11.121,12.191,11.716,11.474,11.152,11.265,11.418,13.650,13.427,129.635,314.299,242,C6
01/03/2019,13.908,13.130,13.196,13.256,14.823,13.394,11.934,11.934,12.099,12.099,12.099,141.872,298.190,210,C3
02/03/2019,11.714,10.791,11.309,12.255,12.421,10.882,10.933,10.801,11.156,12.390,12.390,127.040,281.080,221,C4
03/03/2019,11.696,11.716,9.821,11.178,11.203,10.534,11.348,11.448,11.595,10.066,10.348,120.952,267.421,221,C4
04/03/2019,11.690,11.979,11.533,11.421,12.403,12.034,11.889,11.615,10.843,12.596,12.596,130.598,293.466,224,C4
05/03/2019,11.747,12.660,12.526,12.788,12.353,12.635,11.997,11.231,12.866,13.206,13.206,137.213,299.063,217,C4
06/03/2019,12.472,12.357,12.704,12.775,12.949,12.515,12.855,12.463,12.463,12.223,11.900,137.675,305.307,221,C4
07/03/2019,12.713,12.532,13.969,13.641,13.216,13.078,13.063,13.291,12.555,12.555,14.034,144.647,329.364,227,C5
08/03/2019,14.281,13.703,15.080,15.067,15.067,14.831,14.821,14.496,15.119,15.540,14.466,162.471,332.525,204,C2
10/03/2019,13.552,13.098,12.616,12.517,12.532,12.532,11.973,11.524,12.200,12.558,12.187,137.288,300.849,219,C4
11/03/2019,13.191,13.516,13.535,13.813,13.044,14.436,13.607,13.461,13.911,13.294,13.839,149.644,316.494,211,C3
12/03/2019,12.497,13.215,12.884,12.652,12.782,12.814,12.813,13.193,11.515,13.647,13.180,141.189,314.083,222,C4
13/03/2019,13.862,14.197,14.289,13.512,13.500,13.317,13.120,13.297,13.401,13.759,13.759,150.011,326.890,217,C4
14/03/2019,14.265,13.407,13.705,13.705,13.070,12.730,12.730,12.954,13.298,12.789,13.002,145.652,317.240,217,C4
15/03/2019,13.643,13.479,13.123,13.432,13.492,12.632,14.079,13.336,13.324,12.964,12.497,146.000,321.382,220,C4
16/03/2019,13.643,13.612,12.778,13.723,13.979,14.015,13.304,12.497,12.247,12.755,12.755,145.307,331.858,228,C5
17/03/2019,13.036,12.674,13.639,13.479,13.094,12.452,12.932,12.689,12.559,12.838,13.134,142.523,305.151,214,C3
18/03/2019,12.895,12.895,13.638,13.638,12.958,13.250,13.474,13.172,13.740,13.740,14.213,147.611,323.025,218,C4
20/03/2019,8.714,9.935,9.935,12.696,13.212,13.297,13.161,13.073,13.215,12.979,14.091,134.305,312.399,232,C5
21/03/2019,13.776,14.340,14.088,13.632,13.359,12.896,12.994,12.553,13.632,14.426,14.462,150.157,335.272,223,C4
22/03/2019,12.185,13.597,13.175,12.975,12.746,13.537,13.738,13.377,13.557,13.485,13.326,145.697,326.703,224,C4
23/03/2019,13.873,14.830,14.780,14.188,14.730,13.142,13.012,13.393,13.240,12.753,13.052,150.990,316.298,209,C3
24/03/2019,13.275,11.895,14.105,12.452,12.298,12.484,12.253,12.582,12.475,11.810,13.026,138.655,312.031,225,C4
25/03/2019,13.672,13.349,13.397,12.471,12.846,12.748,13.309,11.688,14.381,13.179,13.774,144.814,304.744,210,C3
26/03/2019,11.587,11.365,11.434,11.907,11.871,11.043,10.967,12.203,11.764,10.494,11.734,126.369,272.663,215,C3
27/03/2019,11.926,11.709,12.095,11.787,11.776,12.191,11.884,11.605,10.772,11.139,10.713,127.597,285.494,223,C4
28/03/2019,11.709,12.285,11.948,12.869,13.130,11.594,10.806,12.331,12.002,12.959,11.614,133.247,293.670,220,C4
30/03/2019,12.882,12.151,11.800,11.311,11.617,12.500,13.701,13.464,13.139,13.139,14.871,140.575,318.641,226,C5
31/03/2019,13.841,14.844,14.916,15.092,14.493,14.196,14.704,13.529,14.131,14.131,13.911,157.786,312.928,198,C2
01/04/2019,11.197,11.854,11.653,11.435,12.249,12.249,11.806,11.806,11.208,11.853,11.095,128.403,289.923,225,C4
02/04/2019,12.820,12.752,12.922,12.471,12.506,12.485,11.666,11.486,10.789,11.658,12.625,134.179,309.655,230,C5
03/04/2019,14.114,14.336,15.853,14.832,15.059,14.492,14.474,13.830,13.322,11.885,12.000,154.196,316.929,205,C2
04/04/2019,12.417,12.183,12.079,12.461,11.290,11.023,11.377,11.424,11.515,11.654,12.415,129.839,282.617,217,C4
05/04/2019,12.608,12.714,13.365,12.757,13.243,13.350,12.784,12.887,12.800,11.792,12.820,141.118,305.193,216,C3
06/04/2019,11.812,12.516,13.258,13.078,12.485,12.735,12.530,12.530,12.358,12.358,13.053,138.714,306.808,221,C4
07/04/2019,12.203,12.260,12.792,12.499,12.097,11.842,12.498,12.772,13.162,12.387,12.143,136.655,302.366,221,C4
08/04/2019,12.551,13.029,13.724,13.314,11.722,12.508,13.009,12.202,12.337,13.606,13.246,141.247,316.133,223,C4
11/04/2019,14.266,14.970,14.124,16.233,15.082,13.736,19.113,14.710,16.038,15.170,15.170,168.612,356.648,211,C3
13/04/2019,14.982,13.676,14.402,14.892,14.541,13.858,13.903,13.674,14.397,12.596,12.596,153.515,330.272,215,C3
14/04/2019,13.758,13.612,13.448,14.141,13.417,14.524,13.424,13.994,13.887,15.034,15.034,154.270,333.884,216,C3
15/04/2019,14.703,14.862,14.525,12.994,13.976,13.966,15.009,14.927,14.665,15.404,15.404,160.433,344.822,214,C3
16/04/2019,12.459,13.381,12.943,13.192,12.581,12.939,13.085,12.347,11.839,11.839,13.170,139.772,313.255,224,C4
17/04/2019,14.365,14.052,13.682,12.601,13.642,12.945,13.314,13.340,14.011,14.011,13.724,149.685,344.002,229,C5
18/04/2019,13.427,16.275,15.197,15.197,14.260,15.008,14.733,13.385,14.271,14.271,14.020,160.041,346.576,216,C4
19/04/2019,13.460,14.322,14.105,12.808,14.692,13.611,13.435,13.255,13.093,13.248,12.983,149.011,316.352,212,C3
20/04/2019,12.950,14.220,13.590,14.733,14.389,14.744,15.185,14.413,14.898,15.119,14.327,158.564,333.177,210,C3
21/04/2019,13.303,13.750,13.638,13.437,13.622,12.084,14.250,13.757,13.537,13.946,13.630,148.951,334.858,224,C4
23/04/2019,12.729,14.091,12.162,14.388,13.274,13.019,11.354,7.961,8.543,9.216,9.145,125.879,282.795,224,C4
24/04/2019,14.675,13.894,13.810,13.334,13.012,11.721,11.721,12.435,13.034,12.930,12.286,142.850,320.084,224,C4
25/04/2019,14.660,14.175,14.546,14.270,14.390,14.279,14.646,14.580,14.806,14.853,16.009,161.214,359.012,222,C4
26/04/2019,15.347,15.235,15.132,15.602,15.084,14.712,14.476,13.994,14.070,15.384,16.091,165.127,348.466,211,C3
27/04/2019,13.176,12.275,13.464,13.745,13.748,13.700,13.935,13.248,13.271,13.660,13.945,148.167,337.370,227,C5
28/04/2019,13.540,13.313,13.590,13.965,13.685,13.311,13.302,12.844,13.193,13.283,14.193,148.219,333.219,224,C4
30/04/2019,12.280,12.670,12.496,12.761,13.063,13.223,11.627,12.640,13.128,12.953,6.693,133.536,327.982,245,C6
01/05/2019,14.118,14.103,14.421,14.589,14.466,13.717,13.918,14.326,15.286,14.813,14.065,157.822,339.060,214,C3
02/05/2019,13.798,14.325,14.090,14.091,14.026,13.843,14.162,15.215,14.819,14.486,13.796,156.650,344.519,219,C4
03/05/2019,13.294,15.680,14.635,14.397,14.768,14.610,15.521,15.230,16.109,16.433,14.866,165.542,364.737,220,C4
04/05/2019,13.818,13.761,14.237,14.462,14.505,14.519,14.157,14.188,14.110,13.324,12.811,153.891,333.791,216,C4
05/05/2019,14.928,17.178,16.139,14.527,13.963,13.971,14.351,13.649,13.645,13.960,14.062,160.373,345.301,215,C3
06/05/2019,13.612,13.638,14.016,13.808,14.053,13.975,14.357,14.332,14.560,14.519,14.243,155.114,337.513,217,C4
07/05/2019,13.482,14.245,14.411,13.436,14.745,14.219,14.254,14.573,13.858,14.198,13.990,155.408,337.972,217,C4
08/05/2019,13.704,15.133,14.221,14.475,14.028,13.713,13.713,13.152,12.248,12.268,13.597,150.250,332.858,221,C4
09/05/2019,13.949,13.562,13.963,13.118,14.506,13.591,13.778,16.264,16.243,16.680,16.655,162.307,333.205,205,C2
10/05/2019,12.862,12.260,13.211,12.750,12.622,12.045,11.939,11.655,12.418,12.084,12.652,136.499,314.863,230,C5
11/05/2019,14.337,14.043,15.049,15.116,14.608,14.032,13.707,13.876,15.076,14.481,14.575,158.898,341.379,214,C3
12/05/2019,13.341,12.829,13.426,13.658,13.804,13.596,13.763,13.401,13.084,13.378,13.668,147.944,312.996,211,C3
13/05/2019,13.851,13.829,13.387,13.596,14.678,14.505,14.753,13.871,13.634,13.822,14.082,154.006,333.356,216,C3
14/05/2019,14.470,15.227,14.537,13.929,14.436,13.997,14.514,13.917,14.357,15.504,14.053,158.938,342.838,215,C3
15/05/2019,14.474,14.841,14.411,15.348,15.211,15.175,15.123,14.779,15.461,15.530,15.812,166.161,364.484,219,C4
16/05/2019,15.688,15.216,14.854,15.624,15.012,14.301,14.224,14.131,13.926,13.700,13.952,160.626,349.373,217,C4
17/05/2019,14.630,16.343,15.906,16.125,16.109,14.571,15.903,15.378,15.785,14.347,15.106,170.201,358.585,210,C3
18/05/2019,15.433,15.623,14.586,14.269,14.070,14.831,14.493,14.772,14.860,16.244,15.557,164.734,361.221,219,C4
19/05/2019,14.444,14.425,14.875,14.713,14.790,14.667,14.464,13.868,14.380,14.701,14.096,159.421,351.453,220,C4
